사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Mar-23,경원선,1008,이촌(국립중앙박물관),88,2,"1,277",681,"4,010","2,729","9,398","4,853","10,556","9,262","8,873","5,486","7,133","4,087","6,939","4,139","7,002","4,196","6,834","5,047","6,636","4,578","7,404","5,683","9,292","6,636","10,947","7,498","11,303","9,226","6,032","6,855","4,986","4,801","4,446","4,250","2,523","4,715",839,"2,590",62,894,0,1,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1009,서빙고,52,0,"1,182",723,"2,099","4,199","3,490","5,164","4,221","9,730","3,837","4,542","3,392","3,241","3,053","2,498","3,451","2,475","3,749","3,630","3,882","3,309","4,502","4,175","6,708","4,294","8,946","3,617","7,925","4,675","3,438","3,576","2,424","1,960","2,182","1,935","1,552","1,765",440,"1,119",16,306,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1010,한남,177,2,"1,757",914,"2,561","5,977","4,734","11,722","5,891","15,278","5,140","11,241","4,926","6,105","5,298","5,182","5,943","5,875","5,403","6,063","6,474","5,360","8,404","5,310","10,566","6,965","16,192","7,792","15,664","8,314","7,483","6,508","5,912","3,061","5,547","3,461","5,370","2,550","2,208","1,524",121,444,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1011,옥수,0,0,1,23,1,103,66,37,114,271,25,37,36,247,20,215,13,63,13,26,33,10,15,14,418,60,482,101,55,69,421,24,77,13,62,13,20,7,11,1,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1012,응봉,142,0,"1,395",228,"3,321","1,079","8,510","1,765","8,663","2,790","5,699","2,773","4,347","4,504","4,098","4,009","3,993","3,805","3,932","4,349","3,967","4,968","4,160","4,336","4,673","5,223","4,227","5,493","3,410","6,327","2,086","5,385","1,473","3,316","1,148","2,859",970,"2,804",342,"1,681",30,556,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1013,왕십리(성동구청),941,9,"6,022","1,342","9,353","6,436","29,230","13,344","45,398","25,671","28,824","24,568","18,084","22,117","18,630","23,142","23,339","24,916","26,308","26,847","26,693","26,549","29,777","30,105","37,436","37,604","41,507","50,416","38,478","72,792","30,772","51,800","29,546","30,190","34,927","24,613","32,994","23,501","16,102","12,517","1,612","4,883",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1014,청량리(서울시립대입구),"1,221",22,"5,491","1,891","8,142","12,831","29,875","17,252","46,324","27,313","25,679","33,031","35,016","33,693","25,141","35,407","30,061","32,588","38,659","34,793","31,633","36,337","39,802","39,170","41,258","38,923","35,803","36,549","44,016","56,641","25,729","37,889","28,600","21,332","21,307","22,631","12,054","13,177","5,764","7,866",192,"4,051",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1016,외대앞,564,10,"5,401","4,081","8,451","8,836","21,098","5,387","24,880","34,165","16,097","12,887","12,829","24,292","13,907","21,167","16,271","18,246","17,235","13,171","19,933","18,331","21,065","14,696","29,353","18,060","32,728","21,183","23,265","28,830","15,280","21,929","13,362","14,616","13,845","14,325","11,018","14,771","5,718","11,462",236,"2,515",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1017,신이문,"1,504",4,"9,408","2,343","14,628","4,426","39,127","4,378","42,433","8,646","23,563","4,840","16,483","5,723","14,670","7,045","14,160","8,879","13,765","9,507","11,060","11,043","10,053","15,652","13,175","19,001","10,788","22,837","9,797","33,479","6,124","26,335","3,879","16,900","2,972","14,820","2,141","13,262",977,"8,716",57,"1,783",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1018,석계,"1,351",14,"6,591","1,873","11,583","3,676","25,845","5,498","30,034","10,352","19,491","8,112","16,212","7,844","15,342","10,033","15,227","10,205","14,171","11,952","12,470","12,907","13,033","17,586","13,350","23,206","14,005","27,636","12,565","41,153","9,126","29,269","7,194","18,584","7,076","16,789","6,113","13,871","3,303","8,810",168,"1,931",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1019,광운대,"2,283",10,"6,660","1,195","14,243","2,228","32,895","6,678","30,116","27,757","16,744","12,175","13,066","13,398","14,064","19,462","13,935","11,788","15,148","13,787","16,105","14,118","16,613","13,267","19,058","16,925","20,511","19,235","17,811","28,128","9,158","22,018","7,763","14,816","7,722","12,893","6,719","11,624","3,420","10,059",219,"4,714",1,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1020,월계,976,9,"5,201","1,087","10,785","2,568","28,346","9,058","25,926","17,799","16,216","17,630","13,217","9,051","13,828","7,237","14,131","9,839","13,064","14,130","11,626","9,235","15,907","11,428","22,920","14,614","17,669","17,042","12,711","24,739","6,772","20,527","4,719","10,883","3,990","10,520","2,826","9,648","1,065","6,236",90,"1,511",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1021,녹천,"1,108",10,"4,240",731,"8,218","1,341","23,317","5,556","21,399","5,422","11,914","2,760","8,691","3,491","7,674","3,412","8,603","4,537","6,841","4,617","5,924","4,866","5,433","6,487","7,680","8,430","5,973","10,777","4,725","15,967","3,431","13,637","2,182","8,252","1,884","7,196","1,977","6,453",503,"4,305",49,"1,280",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1022,창동,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1901,방학,788,9,"12,976","1,833","16,906","4,880","38,606","10,052","33,779","21,644","22,683","11,498","18,875","11,501","17,578","10,638","18,925","13,487","16,834","13,099","15,277","16,057","15,937","18,917","16,221","24,291","17,268","28,393","19,569","32,410","10,685","30,829","7,506","17,031","6,341","14,355","4,495","13,109","1,958","7,642",225,"2,806",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1902,도봉,273,22,"7,281","1,476","10,455","3,240","21,692","4,303","19,587","10,517","14,182","7,984","11,947","7,964","11,471","6,722","10,485","9,207","10,403","8,737","10,341","10,152","10,281","11,151","10,243","13,529","10,962","15,428","10,812","17,019","5,176","16,644","3,315","9,827","2,537","7,996","1,959","7,919",808,"4,256",141,"1,651",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1903,도봉산,222,2,"6,497",968,"9,722","2,622","23,162","4,570","22,498","8,955","15,225","14,625","13,065","19,257","13,204","17,149","15,718","17,758","19,629","14,066","24,353","11,970","26,152","11,597","25,871","11,497","20,506","10,430","15,880","10,866","8,992","9,187","5,073","5,649","3,375","4,997","2,011","4,865",958,"3,014",118,"1,313",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1904,망월사,529,6,"8,020","1,208","13,334","3,569","30,818","5,296","29,640","28,862","18,982","18,061","15,619","10,564","17,377","18,282","16,989","14,505","16,765","14,125","18,446","15,635","17,166","14,508","20,186","17,748","23,995","22,235","13,964","28,258","7,789","25,822","6,031","15,597","5,487","12,773","4,792","11,721","2,006","8,692",353,"3,004",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1905,회룡,"1,413",8,"15,487","1,903","28,662","5,539","62,436","8,944","52,743","13,398","33,700","11,913","28,570","11,645","27,069","13,318","24,251","15,682","20,745","16,839","17,541","19,800","16,549","24,652","16,080","32,108","15,654","39,373","13,909","48,998","8,397","48,068","6,537","27,402","5,556","22,064","4,107","18,224","1,596","13,533",257,"4,350",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1906,의정부,"2,587",14,"11,080","2,358","27,629","7,619","55,176","13,833","52,141","37,096","30,131","37,155","25,753","27,948","28,297","31,364","30,600","34,677","31,728","38,161","33,156","35,443","35,994","34,278","39,830","42,216","44,018","49,529","47,018","64,976","29,154","56,795","27,463","34,530","20,566","26,667","16,942","22,791","7,826","16,739",812,"7,468",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1907,가능,469,4,"7,936","1,955","12,881","4,314","27,131","8,025","24,145","16,857","13,793","8,814","12,981","6,403","12,043","7,477","12,063","7,417","10,436","8,994","9,666","7,934","10,540","10,177","12,633","13,610","14,061","17,572","10,593","22,250","6,399","19,421","4,741","13,706","4,489","10,049","2,816","8,965","1,109","5,928",84,"2,336",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1908,녹양,260,1,"5,361",824,"8,640","2,603","19,849","5,567","17,005","9,973","9,930","4,648","9,226","3,610","8,795","5,313","8,277","5,263","7,465","5,989","6,453","5,427","6,793","6,933","7,407","10,076","8,960","13,028","8,974","15,310","4,339","13,937","2,924","9,422","2,684","7,635","1,740","6,981",688,"4,783",63,"1,768",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1909,양주,"1,873",5,"5,085","1,847","12,099","6,288","33,843","11,163","27,023","12,377","19,966","9,264","17,113","7,658","14,746","7,945","14,094","9,832","12,973","9,164","11,492","9,407","12,679","12,479","14,107","15,670","16,276","21,032","15,878","25,033","7,512","22,552","4,510","15,495","3,330","12,512","2,139","11,675",825,"6,827",54,"2,910",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1910,덕계,4,0,"3,939","1,066","12,592","4,937","19,890","4,359","17,658","7,242","9,338","4,266","7,460","2,657","6,806","3,234","5,747","3,834","6,123","4,350","5,073","4,029","5,583","5,731","8,307","6,890","7,661","11,887","6,472","12,797","2,901","14,633","2,063","7,670","1,406","6,978","1,077","5,026",518,"3,989",27,"1,148",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1911,덕정,3,0,"3,663","1,774","9,557","7,036","20,316","10,611","20,793","20,937","12,296","12,288","10,490","6,502","10,776","7,215","11,272","9,198","10,969","7,796","10,039","6,527","12,203","8,868","15,167","10,025","17,507","14,972","14,927","15,072","5,669","15,519","4,370","9,901","3,155","9,104","2,138","7,357","1,347","5,042",184,"1,498",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1912,지행,60,3,"5,262","1,045","11,663","2,671","24,707","6,086","25,468","13,757","16,971","7,028","13,553","5,764","12,810","7,175","11,285","8,285","11,058","10,397","10,001","9,661","9,650","13,087","10,709","15,713","11,546","22,431","13,203","21,220","7,695","22,456","6,558","15,249","5,234","11,184","4,038","10,428","2,199","7,441",147,"2,620",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1913,동두천중앙,43,1,"2,466",651,"5,498","2,038","9,006","4,364","9,437","10,729","7,105","4,754","6,498","4,144","6,103","5,188","6,099","4,584","6,207","5,573","5,299","4,870","6,185","5,744","5,722","5,841","6,572","7,224","7,608","7,196","3,028","6,721","2,027","5,002","1,404","3,502","1,021","3,385",305,"2,547",8,712,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1914,보산,46,0,"1,567",456,"2,122","1,067","4,648","3,039","4,145","2,942","3,643","1,866","2,944","1,504","2,892","1,770","2,886","1,791","2,987","2,243","2,768","2,344","3,034","2,507","3,576","2,941","5,396","3,854","3,392","3,887","1,853","4,319","1,317","3,493",832,"2,623",442,"1,991",172,"1,616",14,476,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1915,동두천,41,0,"1,239",723,"3,187","3,296","5,555","7,531","6,983","8,241","5,307","9,034","5,065","5,299","4,431","4,533","4,061","3,347","5,211","4,685","5,168","3,849","7,341","4,653","7,818","4,289","6,943","4,804","5,984","5,761","2,775","4,922","1,524","4,024",775,"3,208",568,"2,185",210,"2,004",1,591,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경원선,1916,소요산,130,0,834,552,"1,137","1,029","3,364","2,082","5,169","3,587","5,425","4,094","4,192","8,541","4,379","9,913","6,235","13,054","9,277","8,019","12,437","6,158","13,435","5,036","12,118","4,207","7,684","4,287","4,240","2,620","1,954","2,723","1,274","2,030",617,"1,071",274,771,140,"1,005",1,605,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1751,산본,438,1,"8,500","1,868","24,416","6,415","61,750","15,976","57,835","31,492","30,610","22,908","25,935","20,643","24,523","21,235","25,693","24,390","24,122","27,554","24,060","26,552","26,754","29,059","29,191","36,253","29,281","44,990","32,912","72,710","21,143","59,599","18,127","33,382","17,672","26,276","13,812","22,636","5,573","13,894",513,"5,019",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1752,대야미,4,1,"2,927","1,000","8,227","3,034","20,398","5,835","21,942","9,044","12,208","4,886","9,002","4,689","7,973","5,031","7,977","5,585","8,042","5,392","7,587","6,199","8,065","8,591","8,949","10,412","9,794","11,178","11,388","17,432","5,826","13,497","3,926","9,583","2,814","7,795","1,703","7,781",961,"4,569",117,"1,239",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1753,반월,19,1,"3,602",820,"8,585","2,539","19,052","4,151","17,544","8,460","11,053","3,770","8,529","3,621","7,425","4,426","7,316","4,636","6,982","4,990","5,838","5,744","5,535","7,629","7,257","10,282","9,325","11,905","8,345","16,906","4,121","12,082","2,849","9,765","1,926","7,369","1,429","7,124",469,"4,285",157,"1,113",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1754,상록수,353,18,"14,343","2,768","33,061","8,964","73,061","14,131","69,111","24,797","38,101","22,044","27,481","17,991","25,031","15,182","25,643","16,196","24,238","19,011","20,659","19,525","23,476","22,562","27,483","30,972","32,394","46,272","26,067","69,534","15,798","58,544","12,078","39,461","10,097","33,509","6,778","28,514","2,970","18,884",431,"5,481",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1755,한대앞,97,1,"8,295","1,237","18,152","4,379","34,746","9,361","29,848","28,977","20,972","20,818","16,431","18,822","15,594","11,230","16,954","14,857","16,298","13,221","16,313","13,386","16,997","14,719","22,888","19,792","24,846","27,801","22,507","37,616","12,551","26,632","10,557","19,376","9,713","15,471","8,380","14,367","3,071","10,008",237,"2,679",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1756,중앙,220,20,"9,972","1,581","33,065","12,243","64,578","18,276","55,249","40,585","32,890","33,489","26,237","21,899","27,593","22,652","31,240","27,267","27,571","30,614","25,768","30,459","29,245","31,158","36,460","39,404","41,302","56,241","43,261","78,369","28,433","63,052","27,002","39,808","26,251","32,451","22,008","25,498","9,766","20,219",972,"6,475",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1757,고잔,207,5,"5,207","1,163","17,351","5,014","34,130","14,194","26,622","29,662","17,272","16,029","14,946","11,640","14,959","11,008","14,125","11,234","13,027","12,885","13,520","12,326","15,225","12,377","16,857","13,634","23,655","19,974","25,343","28,854","9,270","22,095","7,446","13,793","7,237","12,045","5,442","9,982","2,244","8,770",179,"3,387",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1758,초지,218,3,"3,976",445,"12,619","4,124","25,424","9,385","19,526","12,112","11,628","6,668","8,626","4,710","7,924","4,260","7,576","5,084","6,712","5,556","5,795","5,881","6,245","7,024","7,431","8,541","10,336","13,066","10,925","19,454","5,646","16,772","3,985","11,362","2,988","9,624","1,808","8,345",653,"6,257",62,"2,272",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1759,안산,"1,277",6,"10,719","1,496","13,171","16,576","23,646","41,091","24,250","35,904","20,774","16,870","16,956","12,835","16,362","14,797","17,442","14,872","17,573","15,220","17,856","15,579","19,104","17,181","24,039","19,160","45,574","25,653","49,012","28,068","22,585","21,855","18,298","16,995","10,507","13,530","4,693","10,120","1,378","6,436",123,"2,543",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1760,신길온천,24,0,"2,310",124,"4,515","1,921","8,757","3,584","7,206","2,855","4,515","1,505","3,645","1,579","2,898","1,841","2,864","1,992","2,639","1,824","2,328","2,548","2,501","2,927","3,153","3,508","4,620","5,530","4,383","7,061","1,921","5,100","1,355","3,745",796,"3,027",454,"2,727",172,"1,899",18,601,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1761,정왕,212,11,"7,497","1,223","12,047","13,085","22,348","26,631","20,021","42,695","13,871","32,043","12,404","19,616","13,329","14,653","14,792","15,262","15,285","15,101","14,701","13,744","19,932","13,417","30,263","14,059","37,037","20,865","39,544","24,733","18,842","18,896","14,363","14,859","10,920","12,311","6,647","10,153","2,224","6,977",109,"2,050",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1762,오이도,242,1,"6,526",476,"17,474","7,204","36,590","12,828","29,600","14,692","18,259","8,813","13,695","8,755","12,875","11,567","12,541","11,897","11,043","11,817","11,035","12,356","12,838","14,663","16,133","18,158","20,570","23,155","19,080","30,829","10,938","25,340","8,328","17,886","7,067","13,507","4,389","11,889","1,598","8,732",25,"4,115",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,안산선,1763,수리산,4,0,"3,607",595,"9,484","1,857","20,160","4,766","19,356","7,705","10,564","4,004","7,758","5,117","7,470","3,892","6,652","3,640","6,362","3,916","4,976","4,455","6,028","5,674","5,847","6,785","5,847","8,470","5,662","13,100","2,937","10,607","1,981","7,041","1,471","6,056","1,089","5,640",429,"3,299",45,"1,123",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,과천선,1450,선바위,2,0,913,"1,295","6,431","11,117","18,791","21,344","20,451","29,431","15,710","16,747","11,862","8,864","10,949","8,486","11,351","9,161","11,641","8,374","11,053","8,161","12,799","9,389","17,557","10,938","27,509","13,291","34,614","17,245","15,505","13,803","9,897","9,562","7,743","8,777","4,092","7,752","1,332","5,026",109,844,0,1,0,0,0,0,2023-04-03 9:45
Mar-23,과천선,1451,경마공원,0,0,364,499,"1,029","2,664","2,200","4,224","2,673","11,734","2,197","32,155","2,627","41,466","2,884","22,192","4,128","18,833","5,061","16,272","8,148","10,799","13,317","6,519","21,166","4,185","34,400","2,667","67,551","2,497","9,134","1,956","2,077","1,354",836,"1,166",264,980,129,542,21,164,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,과천선,1452,대공원,5,0,120,289,376,"3,794",713,"4,582","1,068","10,763","1,641","17,147","2,286","24,876","4,041","15,112","9,131","12,532","9,889","13,288","13,091","10,872","15,448","6,370","18,347","3,946","19,512","2,270","14,641","1,670","5,603",951,"4,883",661,"2,793",531,463,375,213,205,23,43,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,과천선,1453,과천,2,0,"2,851",392,"10,603","2,080","31,823","5,401","28,077","9,298","18,728","6,030","13,598","5,516","12,136","5,486","11,991","6,527","11,204","6,870","9,966","8,558","10,312","9,994","10,648","12,755","10,206","16,764","9,606","24,116","4,896","21,496","3,428","13,492","2,499","12,826","1,653","12,887",746,"7,710",71,"1,511",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,과천선,1454,정부과천청사,7,1,"2,026",938,"7,914","14,167","22,781","28,434","20,722","81,147","15,009","19,841","12,729","12,107","12,822","10,895","13,539","11,804","14,452","12,797","15,061","12,776","17,413","12,455","26,547","14,389","36,887","19,474","57,645","25,253","16,162","20,306","13,775","11,925","12,101","10,548","6,903","9,469","2,034","5,679",168,"1,277",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,과천선,1455,인덕원,81,7,"8,182","5,005","30,678","18,334","87,060","44,743","75,129","109,417","49,576","43,651","38,722","23,451","33,788","23,029","35,035","23,306","34,517","27,937","30,794","26,986","34,447","32,631","47,097","38,512","66,565","58,583","90,240","89,628","35,176","72,141","26,703","42,475","25,587","39,343","17,119","36,592","6,339","22,928",669,"6,652",1,0,0,0,0,0,2023-04-03 9:45
